url,clicks,impressions,position,actual_ctr,expected_ctr,ctr_residual,lost_clicks,intent,top_query,queries_seen,has_affiliate_link,word_count,benchmark_covers_position
/blog/how-much-does-tick-treatment-cost-ontario,75,2881,5.4,2.603,2.74,-0.137,-4,question,how much does it cost to spray for ticks,9,no,1754,yes
/blog/bugs-that-look-like-bed-bugs-canada,35,3610,8.1,0.97,1.09,-0.12,-4,other,bugs that look like bed bugs,9,yes,4566,yes
/blog/ontario-tick-surge-2026,34,1837,5.8,1.851,2.08,-0.229,-4,other,ticks in ontario 2026,4,no,1653,yes
/blog/how-to-get-rid-of-silverfish-canada,29,2289,7.3,1.267,1.45,-0.183,-4,other,silverfish traps canada,2,yes,3769,yes
/blog/konk-bed-bug-killer-review-canada,25,1411,5.8,1.772,2.08,-0.308,-4,commercial,konk bed bug killer,2,yes,3974,yes
/blog/tick-prevention-yard-ontario-safe-for-kids,8,844,6.6,0.948,1.45,-0.502,-4,other,,0,yes,2350,yes
/blog/why-mosquitoes-bite-some-people-more,6,2922,15.4,0.205,0.35,-0.145,-4,question,do mosquitoes prefer fat or skinny people? explain why co2 attracts mosquitoes,1,yes,2373,no
/blog/levoit-vs-coway-air-purifier-canada,5,633,6.9,0.79,1.45,-0.66,-4,other,,0,PAGE-NOT-ON-DISK,,yes
/blog/outdoor-event-mosquito-control-gta,3,359,6,0.836,2.08,-1.244,-4,other,mosquito spray outdoor,1,no,1188,yes
/blog/west-nile-virus-symptoms,2,755,9.1,0.265,0.83,-0.565,-4,other,,0,no,2652,yes
/f/when-to-spray-for-mosquitoes-in-ontario-the-ultimate-guide,2,525,7.8,0.381,1.09,-0.709,-4,other,,0,PAGE-NOT-ON-DISK,,yes
/home/f/how-long-does-mosquito-and-tick-spray-last,1,350,7,0.286,1.45,-1.164,-4,other,,0,PAGE-NOT-ON-DISK,,yes
/blog/bed-bug-interceptor-traps-canada,24,2501,8.4,0.96,1.09,-0.13,-3,commercial,bed bug interceptors canadian tire,126,yes,3161,yes
/buzzskito-vs-mosquito-buzz,22,2337,7.6,0.941,1.09,-0.149,-3,commercial,mosquito buzz,4,no,742,yes
/blog/rescue-why-trap-review-canada,19,1517,6.6,1.252,1.45,-0.198,-3,other,whytrap,1,yes,3331,yes
/blog/best-dehumidifier-for-mold-canada,15,1675,8.2,0.896,1.09,-0.194,-3,commercial,best dehumidifier canada,64,yes,3252,yes
/blog/mosquito-season-scarborough-east-toronto,14,1515,7.9,0.924,1.09,-0.166,-3,other,,0,no,1098,yes
/blog/mosquito-bite-treatment-relief,9,3324,16.4,0.271,0.35,-0.079,-3,other,bad mosquito bites treatment,1,yes,2513,no
/pest-control-mississauga,3,1693,26.2,0.177,0.35,-0.173,-3,other,buzzskito,1,no,1741,no
/best-mosquito-control-companies-vaughan,2,1421,18.3,0.141,0.35,-0.209,-3,commercial,mosquito control vaughan,48,no,832,no
/blog/where-do-mosquitoes-go-in-winter-ontario,2,451,7.7,0.443,1.09,-0.647,-3,other,,0,no,2005,yes
/blog/mosquito-netting-vs-barrier-spray,1,278,7.3,0.36,1.45,-1.09,-3,other,,0,yes,1526,yes
/kleinburg-mosquito-control,1,257,6.7,0.389,1.45,-1.061,-3,other,,0,no,1146,yes
/mosquito-spray-safety,0,162,6.4,0,2.08,-2.08,-3,other,,0,no,1019,yes
/blog/wondercide-canada-review,30,2173,6.9,1.381,1.45,-0.069,-2,commercial,wondercide,9,yes,2412,yes
/best-mosquito-control-companies-gta,28,2753,8,1.017,1.09,-0.073,-2,commercial,mosquito hero reviews,97,no,1262,yes
/blog/best-pump-pressure-sprayer-canada,17,2312,9.1,0.735,0.83,-0.095,-2,commercial,pump sprayer canadian tire,136,yes,3456,yes
/blog/diatomaceous-earth-for-bed-bugs,13,1817,9.1,0.715,0.83,-0.115,-2,other,diatomaceous earth bed bugs,3,yes,2520,yes
/blog/victor-electronic-mouse-trap-review-canada,8,959,7.7,0.834,1.09,-0.256,-2,commercial,victor m250s electronic mouse trap,2,yes,2959,yes
/blog/zappbug-heater-review-canada,7,816,7.7,0.858,1.09,-0.232,-2,commercial,zappbug,1,yes,3248,yes
/blog/harris-bed-bug-killer-review-canada,5,481,7.1,1.04,1.45,-0.41,-2,commercial,harris toughest bed bug killer,1,yes,3775,yes
/blog/what-kills-bed-bugs-instantly-canada,5,1967,11.2,0.254,0.35,-0.096,-2,other,,0,yes,4831,no
/blog/battery-backup-sump-pump-canada,4,416,7.2,0.962,1.45,-0.488,-2,other,sump pump battery backup,32,yes,3022,yes
/blog/field-king-backpack-sprayer-review-canada,4,408,7.2,0.98,1.45,-0.47,-2,other,field king backpack sprayer,1,yes,3309,yes
/blog/raccoon-and-skunk-proofing-under-a-deck-canada,4,285,5.5,1.404,2.08,-0.676,-2,other,,0,yes,3345,yes
/blog/tick-tubes-canada,4,530,7.7,0.755,1.09,-0.335,-2,other,tick tubes how do they work,1,yes,2866,yes
/blog/ortho-home-defense-bed-bug-review-canada,3,432,7.6,0.694,1.09,-0.396,-2,other,,0,yes,3201,yes
/blog/sureguard-mattress-encasement-review-canada,2,258,7.3,0.775,1.45,-0.675,-2,other,,0,yes,3387,yes
/blog/are-there-ticks-in-canada,1,866,10.6,0.115,0.35,-0.235,-2,question,where are there no ticks in canada,235,no,2931,no
/blog/bed-bugs-in-a-car-heat-treatment-canada,1,192,6.6,0.521,1.45,-0.929,-2,other,bed bug treatment for car,8,yes,2993,yes
/pest-control-scarborough,1,978,25.8,0.102,0.35,-0.248,-2,other,,0,no,1743,no
https://www.buzzskito.ca/tick-control,1,192,7.4,0.521,1.45,-0.929,-2,other,,0,PAGE-NOT-ON-DISK,,yes
https://www.buzzskito.ca/woodbridge-mosquito-control,1,61,3.5,1.639,5.3,-3.661,-2,other,buzzskito,1,PAGE-NOT-ON-DISK,,yes
/blog/goodnature-a24-review-canada,0,255,9.1,0,0.83,-0.83,-2,other,,0,yes,2921,yes
/blog/how-to-remove-tick-from-dog-ontario,0,186,8.3,0,1.09,-1.09,-2,other,,0,yes,1722,yes
/blog/outdoor-fan-mosquito-control-canada,0,121,7.1,0,1.45,-1.45,-2,other,,0,yes,3574,yes
/f/how-long-does-mosquito-and-tick-spray-last,0,232,8.7,0,0.83,-0.83,-2,other,,0,PAGE-NOT-ON-DISK,,yes
/georgetown-mosquito-control,0,513,20.1,0,0.35,-0.35,-2,other,,0,no,1083,no
/home/f/mississauga-brampton-mosquito-tick-treatment-the-gta%E2%80%99s-best?s=%7,0,42,2.1,0,5.69,-5.69,-2,other,,0,PAGE-NOT-ON-DISK,,yes
/learn/mosquito-life-cycle,0,600,10.4,0,0.35,-0.35,-2,other,,0,no,1055,yes
/pest-control-caledon,0,432,17.5,0,0.35,-0.35,-2,other,,0,no,1755,no
/blog/best-silverfish-traps-canada,21,2632,8.8,0.798,0.83,-0.032,-1,commercial,silverfish traps,89,PAGE-NOT-ON-DISK,,yes
/blog/rodent-exclusion-kit-canada,20,1439,7.1,1.39,1.45,-0.06,-1,other,yes,3,yes,4233,yes
/blog/do-bed-bug-sprays-actually-work,8,1100,8.5,0.727,0.83,-0.103,-1,question,do bug sprays work,1,yes,2956,yes
/pest-product-guides/rodent-control,8,1132,8.8,0.707,0.83,-0.123,-1,commercial,best poison to kill mice,1,no,1448,yes
/blog/best-cordless-fogger-canada,7,408,6.1,1.716,2.08,-0.364,-1,commercial,cordless fogger,58,yes,3610,yes
/blog/what-size-dehumidifier-do-i-need-canada,6,352,5.8,1.705,2.08,-0.375,-1,other,,0,yes,3127,yes
/blog/bed-bug-treatment-cost-canada,4,1397,10.7,0.286,0.35,-0.064,-1,other,bed bug treatment cost,137,yes,3481,no
/blog/professional-vs-diy-mosquito-control-gta-comparison,4,1375,12.6,0.291,0.35,-0.059,-1,other,mosquito treatment yard,1,yes,3716,no
/pest-control-brampton,4,1526,26.8,0.262,0.35,-0.088,-1,other,,0,no,1735,no
/blog/chapin-battery-backpack-sprayer-review-canada,3,433,8.7,0.693,0.83,-0.137,-1,other,,0,yes,3216,yes
/f/mississauga-brampton-mosquito-tick-treatment-the-gta%E2%80%99s-best,3,149,5.4,2.013,2.74,-0.727,-1,commercial,best mosquito service near me,1,PAGE-NOT-ON-DISK,,yes
/blog/best-bed-bug-box-spring-encasement-canada,2,284,7.9,0.704,1.09,-0.386,-1,commercial,bed bug box spring encasement,14,yes,3291,yes
/blog/how-to-get-rid-of-bed-bugs-yourself-diy-canada,2,337,8.9,0.593,0.83,-0.237,-1,other,,0,yes,3799,yes
/learn/ontario-mosquito-tick-diseases,2,251,7.7,0.797,1.09,-0.293,-1,other,,0,no,1128,yes
/thornhill-mosquito-control,2,875,15.1,0.229,0.35,-0.121,-1,other,,0,no,1094,no
/best-mosquito-control-companies-hamilton,1,634,27,0.158,0.35,-0.192,-1,commercial,mosquito man hamilton,19,no,933,no
/blog/best-commercial-lgr-dehumidifier-canada,1,149,7.5,0.671,1.09,-0.419,-1,commercial,lgr dehumidifier,14,yes,3205,yes
/blog/how-to-get-rid-of-fungus-gnats-houseplants,1,697,17.2,0.143,0.35,-0.207,-1,other,,0,yes,4017,no
/blog/how-to-kill-bed-bug-eggs-canada,1,623,12.3,0.161,0.35,-0.189,-1,other,,0,yes,3704,no
/blog/how-to-prevent-mosquitoes-in-your-backyard,1,634,22.2,0.158,0.35,-0.192,-1,other,,0,yes,1204,no
/blog/mosquito-mistakes-ontario-homeowners-make,1,158,7.1,0.633,1.45,-0.817,-1,other,,0,yes,1260,yes
/blog/mosquito-repellent-for-dogs,1,201,7.7,0.498,1.09,-0.592,-1,commercial,best dog mosquito repellent,1,yes,2177,yes
/blog/when-to-spray-mosquitoes-mississauga-2026,1,218,7.6,0.459,1.09,-0.631,-1,other,,0,no,1869,yes
/home/f/tick-spray-for-yards-what-works-best-in-ontario-backyards,1,441,9.6,0.227,0.35,-0.123,-1,other,,0,PAGE-NOT-ON-DISK,,yes
/pest-control-oakville,1,658,31.8,0.152,0.35,-0.198,-1,other,mosquito control oakville,1,no,1759,no
/pest-control-thornhill,1,699,31.9,0.143,0.35,-0.207,-1,other,,0,no,1772,no
https://www.buzzskito.ca/caledon-tick-spray,1,32,3.6,3.125,5.3,-2.175,-1,other,tick spraying near me,1,PAGE-NOT-ON-DISK,,yes
/best-mosquito-control-companies-burlington,0,162,15.2,0,0.35,-0.35,-1,other,bruington mosquito control,6,no,945,no
/best-mosquito-control-companies-markham,0,146,20.5,0,0.35,-0.35,-1,commercial,mosquito control durham region,8,no,969,no
/best-mosquito-control-companies-north-york,0,295,33.8,0,0.35,-0.35,-1,commercial,mosquito control york region,12,no,1004,no
/best-mosquito-control-companies-scarborough,0,220,29.4,0,0.35,-0.35,-1,other,mosquito control scarborough,6,no,958,no
/blog/best-commercial-steam-cleaner-canada,0,188,24.4,0,0.35,-0.35,-1,commercial,industrial steam cleaner,13,yes,3203,no
/blog/can-lyme-disease-kill-you,0,166,13.3,0,0.35,-0.35,-1,other,,0,no,2616,no
/blog/dupray-neat-vs-hill-injection-canada,0,49,5.6,0,2.08,-2.08,-1,other,,0,yes,3188,yes
/blog/green-pool-mosquito-breeding-ontario,0,65,6,0,2.08,-2.08,-1,other,,0,yes,3460,yes
/blog/hidden-mosquito-breeding-spots-backyard,0,383,11.9,0,0.35,-0.35,-1,other,,0,yes,1417,no
/blog/how-to-check-for-bed-bugs-canada,0,153,19.8,0,0.35,-0.35,-1,other,,0,yes,3323,no
/blog/longray-thermal-fogger-review-canada,0,100,6.8,0,1.45,-1.45,-1,other,,0,yes,3608,yes
/blog/lyme-disease-symptoms-guide,0,148,51.2,0,0.35,-0.35,-1,other,,0,yes,2886,no
/blog/lyme-disease-tick-prevention-ontario,0,250,25.1,0,0.35,-0.35,-1,other,,0,yes,2299,no
/blog/mosquito-control-milton-georgetown,0,205,10.4,0,0.35,-0.35,-1,other,,0,no,1150,yes
/blog/patio-heater-vs-fire-table-canada,0,71,6.6,0,1.45,-1.45,-1,other,,0,yes,3695,yes
/blog/pond-aerator-mosquito-larvae-canada,0,93,8.4,0,1.09,-1.09,-1,other,,0,yes,3460,yes
/blog/zappbug-room-review-canada,0,81,9,0,0.83,-0.83,-1,other,,0,yes,3378,yes
/danforth-mosquito-control,0,186,40.4,0,0.35,-0.35,-1,other,,0,no,980,no
/east-york-mosquito-control,0,310,49.8,0,0.35,-0.35,-1,other,,0,no,958,no
/f/mosquito-control-in-vaughan-%E2%80%93-2025-guide,0,57,7.5,0,1.09,-1.09,-1,other,,0,PAGE-NOT-ON-DISK,,yes
/f/mosquito-tick-control-in-the-gta-homes-need-a-year-round-strat?s=%7Bsearch_te,0,25,6,0,2.08,-2.08,-1,other,,0,PAGE-NOT-ON-DISK,,yes
